,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,Month,Hour,day_in_week,day,sentiment
3333,SaudiaPaige,"Graphic Designer, Photoretoucher, Illustrator. Against Fracking and GMOs. Very definite political views. No DMs unless I know you. Opinions my own.",north east pennsylvania,4894,4520,106583,2010-04-16 02:05:58,2021-03-28 17:59:32,841,"abc pres bidens approval rating on handling of the covid pandemic climbs to  in the latest abc newsipsos poll 

three in four ",[],3,17,Sunday,28,0
3334,1878Star,Follow your heart and do what you love. Balancing a diamond on a blade of grass. Tom Waits, earthamericas ,852,517,18806,2019-08-26 13:27:23,2021-03-28 17:59:32,33,susanschutte dagoberto  dago morales   beloved and devoted husband father sole provider napa ca   died of covid on january ,"[{'text': 'COVID19', 'indices': [120, 128]}]",3,17,Sunday,28,0
3335,HISCCrowborough,"At Home Instead Senior Care, we work with you to provide flexible, personalised home care based on your lifestyle and requirements.",crowborough,38,45,126,2020-03-11 11:34:56,2021-03-28 17:59:32,9,"dhscgovuk from tomorrow the  stay at home  rule will be lifted however many restrictions will remain in place
 
you should continu ",[],3,17,Sunday,28,0
3336,christiancnserv,Battling the shameless deception and utter dishonesty of unethically biased MAINSTREAM MEDIA in promoting and protecting blatantly CORRUPT leaders/politicians.,usa,1400,818,79441,2009-07-02 23:57:40,2021-03-28 17:59:32,742,nypost excdc director robert redfield believes covid came from wuhan lab  ,[],3,17,Sunday,28,0
3337,stelladevulder,Publicist | architecture advocate | student of philosophy | these views are my own,sydney australia,854,674,62814,2011-03-23 04:13:40,2021-03-28 17:59:30,3,"mortphil ian leftylongtitude wrong more people have died from the sarscov virus
than from all the influenza viruses comb ",[],3,17,Sunday,28,0
3338,MCMediaJohn,MC Media Volunteer and 2nd Half of the Junior A Mariners Broadcast Team (Color Commentary) with Geoff McGray (@MCMediaGeoff) (He / Him),yarmouth nova scotia,68,105,1160,2019-04-15 01:33:09,2021-03-28 17:59:30,5,"themhl covid update amherst players test negative

details ",[],3,17,Sunday,28,1
3339,LibertyInOregon,I'm old enough to remember when Oregon was a more free State. Now we are subjects of totalitarian rulers. Hitched to 30-yr Navy Veteran. Gab: @ LiberateOregon,oregon since  ,1172,1001,34604,2011-11-09 03:43:09,2021-03-28 17:59:29,379,breitbartnews so now he tells us former cdc director robert redfield said in an interview with cnn s sanjay gupta that he believed th ,[],3,17,Sunday,28,0
3340,NCOCPAK,"Not Official But Authentic News About National Command & Operation Center #Pakistan 
#NCOC #Covid_19",pakistan,0,6007,29,2020-09-06 16:48:20,2021-03-28 17:59:29,2,"covid update
over  coronavirus cases in lahore alone in the past  hours 

positivity rate of over 
ncoc","[{'text': 'Covid_19', 'indices': [0, 9]}, {'text': 'coronavirus', 'indices': [28, 40]}, {'text': 'NCOC', 'indices': [114, 119]}]",3,17,Sunday,28,0
3341,GilsonOchieng,"my name doesn't betray me,am true to my course.
🍊🍊🍊🍊🍊🍊🍊🍊",nairobi kenya,192,79,9712,2019-07-12 19:35:18,2021-03-28 17:59:29,18,biannagolodryga i interviewed many of these same families for this story  weeks ago it ran during jaketapper s cnn education speci ,[],3,17,Sunday,28,0
3342,PatrickStaple12,I've come to learn that I'm capable of living with an almost unimaginable amount of shame.,lancaster pennsylvania,482,223,11862,2018-06-03 21:52:05,2021-03-28 17:59:29,153,susanschutte daniel corderolaske  university student medical assistant volunteer beloved son brother friend bronx ny   di ,[],3,17,Sunday,28,1
3343,FreedomLibertie,"Applied Geophysicist ¦ Lady, Her/She 🧡¦ Creative/Performative Arts Enthusiast¦ Political hobbyist¦ Practicality is Key. To God be the glory 🎶",anywhere is,364,159,10082,2019-01-25 18:49:34,2021-03-28 17:59:29,66,nigeriastories burna boy provided food packs during the covid  lockdown for over  families in kono khana local government river ,[],3,17,Sunday,28,0
3344,RobinSchumacher,"https://t.co/rBaacQIUa3 Protect Earth & ALL beings. #CivilRights #RestoreVRA #ClimateDisaster #GunControl
#RatifyERA #VOTEdammit
#SeparationOfChurchAndState",blue texas forever,11187,10166,155484,2012-03-09 21:37:59,2021-03-28 17:59:29,35,lauriegarrett ive been sick for  days no not covid  just a bad cold but if ive been wearing  masks amp staying  distances ,"[{'text': 'COVID19', 'indices': [55, 63]}]",3,17,Sunday,28,0
3345,Neoavatara,"Radiologist and Public Health Policy. 
CEO @Neoavatara Foundation
Occasional contributor to @NRO, @Ricochet, @AmSpectator",united states,3105,36170,330561,2009-02-12 23:04:34,2021-03-28 17:59:29,196,jerrydunleavy this new york times story on robert redfields comments saying he thinks the most likely origin for the coronavirus is a ,[],3,17,Sunday,28,0
3346,TribuneKevin,"Chicago Tribune news, people, communities, social justice. Talk to me. kmwilliams@chicagotribune.com",chicago,1225,2716,30014,2012-02-22 16:11:38,2021-03-28 17:59:28,2,chicagotribune struggling to find a covid vaccine in dupage or will counties here are some tips ,[],3,17,Sunday,28,1
3347,krishnashekhar,Founder @KrishMarketing | #SEOExpert #DigitalMarketing #Blogger | Full Time #Mom & Wife | Origin #Ahmedabad | Proud #Indian 🇮🇳 | #Positive In Life,hamburg germany,345,382,1817,2009-10-06 06:40:28,2021-03-28 17:59:28,0,"covid search trends amp its impact on seo 

 whitecheckmark understand your audience amp keep up with what s trending
 whitecheckmark stores limi  ","[{'text': 'SEO', 'indices': [43, 47]}]",3,17,Sunday,28,1
3348,SpringerToons,Cartoonist on mostly Oregon issues. See more cartoons at https://t.co/SoZoNuU5hh or support me at https://t.co/moCuRNe7Y1,eugene oregon,265,1989,343,2009-07-06 18:44:47,2021-03-28 17:59:28,1,yes its the cdc traveling magic show coming to a school near you see more cartoons at  ,"[{'text': 'CDC', 'indices': [14, 18]}, {'text': 'school', 'indices': [52, 59]}]",3,17,Sunday,28,1
3349,jomickane,Fighting for freedom. Everyone has a right to be heard. Q..uestion everything. My Kids are my world & deserve a better future,united kingdom,3561,3153,11141,2013-11-10 03:58:22,2021-03-28 17:59:27,68,mountainvmd we ve been made aware of a little  twitter storm  tomorrow that s a new term for us we ve seen the evidence and have be ,[],3,17,Sunday,28,0
3350,Darkmnemonic,#BlackManForTrump #TrumpIsTheRightfulPresident #WalkAwayFrom #BlackNotDemocrat.The Apocalypse will stand against this injustice (registered independent),new jersey   san diego ,830,1006,15783,2014-08-04 00:13:09,2021-03-28 17:59:27,0,dr birx s enabling of trump led to  unnecessary covid deaths  claims democrat rep ted lieu mr lieu is so full  ,[],3,17,Sunday,28,0
3351,COVID19digest1,The best information and analysis on the SARS-CoV-2 virus and the COVID-19 pandemic on Twitter,california usa,374,200,6984,2020-05-03 21:55:08,2021-03-28 17:59:27,48,"davidwa  new covid cases in bc last  hrs
 new variant cases  b uk  b sa  p brazil

 new de ","[{'text': 'COVID19', 'indices': [29, 37]}]",3,17,Sunday,28,1
3352,janbein,Medical Doctor. Professional napper. Gamer. 🅼🅸🅰 🆂🅰🅽 🅼🅸🅰,saxony germany,901,2330,69980,2009-06-29 14:46:05,2021-03-28 17:59:26,0,it s not old people dying anymore these are people who still had  or  years to live french icu doctor benja  ,[],3,17,Sunday,28,1
3353,lobylyn,"💙ᔕᑕOTᒪᗩᑎᗪ, Tᖇᗩᐯᗴᒪᗴᖇ, ᖇᗴᗩᗪᗴᖇ, ᗪᗴᗰOᑕᖇᗩT",ᑭᕼ  ᗩᘔ ᗴᗪi ᔕᑕotᒪᗩᑎᗪ ᒪᗩ ᑕᗩ,1320,1263,263360,2011-05-02 21:26:53,2021-03-28 17:59:25,1901,joncoopertweets fun fact president joebidens approval rating on his handling of the covid pandemic climbed to  in the latest ,[],3,17,Sunday,28,1
3354,RightRoyalRabbl,🇨🇦🇦🇺🇬🇧Fabulous Rabulousness! Hoping to make the world a better place. #JustRecovery #UBI,london uk victoria bc aus,1586,177,2365,2011-04-23 07:19:35,2021-03-28 17:59:25,79,picardonhealth how about a little more effort to bring vaccines to the most vulnerableatrisk and a little less creation of lazy sta ,[],3,17,Sunday,28,0
3355,PyareSushant,Sushant Singh Rajput 💔💔,maa ke bahon main  heart ,1336,1167,18844,2020-10-29 19:35:05,2021-03-28 17:59:25,11,"imankumb go corona go  unamused 
go corona go  unamused 
coronavirus  unamused  sob 

stop politics in ssr case ","[{'text': 'coronavirus', 'indices': [44, 56]}]",3,17,Sunday,28,1
3356,Joe62538127,History explains the world. Don’t test my powers- I teach middle school so trolls....😂- The Toba Catastrophe Theory explains my approach to life-,los angeles ca,22,4,839,2021-02-22 16:12:39,2021-03-28 17:59:25,0,esotericdrifter matthewdmarsden that s strange bc i live in ca amp what i read from the right is that i m living in  ,[],3,17,Sunday,28,0
3357,naanabeauty,Entrepreneur Social,nairobi kenya,478,68,49,2021-02-11 10:19:17,2021-03-28 17:59:24,0,eligible for covid  vaccination ,[],3,17,Sunday,28,0
3358,fOrGiVeNcHy,"CEO of Horny Twitter & the 🌟BITMOJI🌟 Left, @TomSteyer simp, Marxist-Leninist, anti-imperialist, abolitionist, pro🇰🇵🇻🇪🇨🇺🇨🇳🇻🇳, #FreePalestine🇵🇸 ACAB", star the heart of empire star ,13831,15417,79992,2011-10-11 20:04:07,2021-03-28 17:59:24,18,forgivenchy the syrian people are grappling with a rise in food prices during the covid pandemic as the national currency the syri ,[],3,17,Sunday,28,0
3359,gato918,"#TeamJustice #JusticeMatters
#JusticeIsComing
#ExpelHawley #ExpelCruz #ExpelMarjorieTaylorGreene #ExpelBoebert #ExpelBiggs #ExpelGosar #FindAliAlexander",arizona,552,304,56207,2009-11-19 01:35:40,2021-03-28 17:59:24,269,drericding trump s covid task force coordinator dr birx there were about  deaths that came from that original surge all o ,"[{'text': 'COVID19', 'indices': [24, 32]}]",3,17,Sunday,28,1
3360,krishna444_test,"Alerting the world, with the current happenings, disease, political crisis etc.",karlsruhe germany,35,145,12548,2018-03-20 14:08:51,2021-03-28 17:59:24,0,"corona info for india
new cases 
today recovery 
today deaths 
total active cases 
total  ","[{'text': 'Corona', 'indices': [0, 7]}, {'text': 'India', 'indices': [17, 23]}]",3,17,Sunday,28,1
3361,ajacquitaylor,“The greatest discovery of the scientific enterprise: You take #hydrogen gas leave it alone and it turns into rosebushes giraffes and humans.” Brian Swimme,soldierf pardon all or none,2140,790,48043,2009-02-11 12:42:58,2021-03-28 17:59:23,4,mrtdogg there was another anticoronavirus measures demonstration today at the museumplein in amsterdam again army veterans took it ,[],3,17,Sunday,28,1
3362,RohitNagpal07,Fun Loving person with big dreams,seattle,133,60,2624,2010-03-03 01:41:41,2021-03-28 17:59:23,6,globallogic covid created a technology acceleration that drove communicationinnovation to new heights cmoaustralia takes a look ,"[{'text': 'CommunicationInnovation', 'indices': [71, 95]}]",3,17,Sunday,28,1
3363,vaibhs100,Design & Development Engineer at BEL pune,pune india,506,28,857,2016-08-11 11:28:34,2021-03-28 17:59:23,206,ani maharashtra government imposes curfew between  pm and  am in the state in view of rising cases of covid visual from marine d ,[],3,17,Sunday,28,0
3364,__sdaam,🩺 I ton nénémie n'est pas loin,paris france,203,356,35433,2013-03-14 15:28:12,2021-03-28 17:59:23,553,itosettimdmba teresina brazil emergency room beyond capacity a man critically ill with covid is brought in by family stops brea ,[],3,17,Sunday,28,1
3365,Alex_Albert,"Want to Meet Other Internet Marketers, Get More Traffic, More Subscribers, And More Sales! Like me! go to https://t.co/PhSAcyYdB8",poland,7403,6217,117085,2008-07-23 13:23:57,2021-03-28 17:59:22,0,variants and eased restrictions push us coronavirus cases up again ,[],3,17,Sunday,28,0
3366,peterjoesa,Ahora es cuando es,argentina,404,101,3649,2012-01-19 00:55:42,2021-03-28 17:59:21,109,theeconomist brazils recorded covid death toll is a quarter of the world s total the country has less than  of the global popul ,[],3,17,Sunday,28,0
3367,sonusahil101,"PUBLIC RIGHT ASSOCIATION
PARYAGRAAJ UTTAR PARDESH
SOCIAL WORKER",uttar pradesh paryaagra india,1184,266,2642,2015-07-09 20:43:54,2021-03-28 17:59:20,59,drharshvardhan keeping the rising covid cases and upcoming festivals in view hmoindia issued safety guidelines for states amp uts ,"[{'text': 'COVID19', 'indices': [39, 47]}]",3,17,Sunday,28,0
3368,lyricbird,"Dance/Music/Yoga Teacher, Choreographer, TAPPER, PreK Peace-Keeper, Cape Cod 💙  XPhile, Trekkie, Star Wars fanatic. Votes left/bats right, activist in training",new jersey usa,1146,308,8885,2009-01-21 17:33:25,2021-03-28 17:59:20,26,"govmurphy vaccine update  vaccine doses have been administered as of midmorning today

 syringe  first doses of either th ",[],3,17,Sunday,28,1
3369,Tehrealfireman,E,behind you,1271,122,539,2020-12-12 11:56:39,2021-03-28 17:59:20,3,alarabiyaeng accompanied by family members into bucharest s children s palace yearold zoea baltag becomes the oldest person in ,"[{'text': 'Bucharest', 'indices': [54, 64]}]",3,17,Sunday,28,0
3370,RainbowHarlow,"Rainbow Services works to alleviate the effects of disadvantage, deprivation and social exclusion .",harlow essex,540,864,1632,2012-02-17 09:26:40,2021-03-28 17:59:20,4,"activeharlow connecting with others during covid workshop with spiralchange wessexttchub mindwestessex 

",[],3,17,Sunday,28,0
3371,raeganlady,"#MAGA 🇺🇸🇺🇸🇺🇸🇺🇸 If I do not follow you back  it is because I am capped at following more people, but will soon!",nj,5221,4552,366458,2009-06-12 18:14:43,2021-03-28 17:59:20,548,seanhannity redfield said he believes the virus  escaped  from the lab as early as september  ,[],3,17,Sunday,28,0
3372,JayRothstein12,I am a Chiropractor and Masters Certified Health Coach.  Married with a beautiful 7 year old daughter. My passion is health. Huge hockey and NJ Devils fan.,seaford,209,157,3148,2019-02-20 16:29:40,2021-03-28 17:59:20,10,"davidsteadson gregggonsalves gyamey ctbergstrom sarscov has the highest ever recorded rfr for a virus 

reputation fatality ra ",[],3,17,Sunday,28,1
3373,Ptorresb2906,"Solo un chico con un sueño y muchos pendientes, pero sin imaginación.",quito,231,86,1529,2012-07-24 04:35:00,2021-03-28 17:59:20,136,who the monitoring and checking of covid vaccines continues after they are approved to maintain quality find out more  pointright ,"[{'text': 'COVID19', 'indices': [40, 48]}]",3,17,Sunday,28,0
3374,NLZorgVrij,#ZorgVrijNL 🫀voor mensen! #ZVNL @hartlopers 🌬 #HeartBeats1 #HeartFounder ❤️ @steunhart #HeartGoals 🇳🇱 #HeartBeatsFoundation 🌈❣️,zorg vrij nl,3256,872,17261,2014-12-20 12:01:11,2021-03-28 17:59:19,10,powerdnsbert and if you want to know how this mrna code is turned into a vaccine in a very complicated and careful process do head ,[],3,17,Sunday,28,0
3375,Davinoss8,Here and there and nowhere.,vancouver british columbia,279,11,154,2016-07-30 05:35:02,2021-03-28 17:59:19,73,tamalama we need a presser before monday  an update of covid and variant numbers and an acknowledgment of the valid concerns and ,"[{'text': 'COVID19', 'indices': [63, 71]}]",3,17,Sunday,28,0
3376,debby2k3,JD/LLB/ESQ/ Realtor 🏢Entrepreneur / Organic Skincare Enthusiast ☘️🌿/ Non BS entertainer 😒/90% Loner with a sprinkle of boujee /Semi Narcissist🙅🏽‍♀️,worldwide  globewithmeridians  ,296,8157,6578,2016-03-15 10:16:50,2021-03-28 17:59:19,0,postsubman is it ritual or covid  or food poison,[],3,17,Sunday,28,1
3377,teenagerstutor,"A friend, coach, tutor, public speaker and research student in English language.",nigeria,623,511,13593,2016-12-21 16:52:48,2021-03-28 17:59:19,839,akinadesina for millions of poor people around the world the risk of dying from hunger is greater than dying from covid,[],3,17,Sunday,28,0
3378,ScottMe38031746,"Ego Booster & Talent Agent @ Merritt Artist MGMT, Professional Photographer (Specialize in Real Estate and Wildlife)...Wanna be Surfer and die hard Leafs fan!",st catharines on canada,274,98,6696,2020-03-31 18:56:02,2021-03-28 17:59:18,2,rayspiteri hirji  very concerned  about potential covid superspreader events this upcoming long weekend ,"[{'text': 'COVID19', 'indices': [55, 63]}]",3,17,Sunday,28,0
3379,kevingamin,"He/Him. Managing News Editor, Drum Corps Planet",medina ohio,3587,3784,83626,2008-03-19 15:43:14,2021-03-28 17:59:17,0," yikes one pandemic at at time is enough we dont need zombies on top of covid 

 pinkusensei  ",[],3,17,Sunday,28,1
3380,ThunderchildNS,Aboriginal-Jewelry and Mask Designer-Fort Nelson First Nation - Living in Nova Scotia,nova scotia,407,269,2164,2011-01-12 21:38:00,2021-03-28 17:59:17,49,cbcindigenous reawakening their knowledge drum dancing group grows as pandemic restrictions ease ,[],3,17,Sunday,28,0
3381,DrMiryounis,"Chief coordinator(#DG) Global Defence and Foreign Affairs...In coordination with #UN  for #MULTILATERALISM,  #DEVELOPMENT AND #PEACE!!!",phone no  ,5000,327,72992,2011-03-29 06:53:00,2021-03-28 17:59:16,0,"excellentunicefmne

togetherwe will defeat covid

dg operation
mir youni","[{'text': 'Excellent', 'indices': [0, 10]}, {'text': 'Covid19', 'indices': [52, 60]}]",3,17,Sunday,28,1
3382,bog_obelisk,"Maintenance worker, anti-war & anti-imperialist, aspiring revolutionary. he/him",minneapolis usa,505,364,8089,2019-05-20 23:37:25,2021-03-28 17:59:15,18,forgivenchy the syrian people are grappling with a rise in food prices during the covid pandemic as the national currency the syri ,[],3,17,Sunday,28,0
3383,lighthouselloyd,"Interests: preventive health, collective intelligence, sci fi, ocean, surfing, live theater,  opera, movies, F1.",eastcoast,498,619,2624,2009-05-14 01:38:45,2021-03-28 17:59:15,0,"lp suelouk anacabrera jreinermd birx corrected dt politely
another option would be to explain a way to  ",[],3,17,Sunday,28,0
3384,Chhabiy,"Mother, Architect, same say bhakt ...",लखनव  at heart stuck in noida,1092,15306,126710,2011-07-19 11:00:37,2021-03-28 17:59:15,41,"asyounotwish thanks to the new precedent

months later in april  a group of nihangs chopped a subinspector s hand and attacke ",[],3,17,Sunday,28,0
3385,Ndoni_M,She Who Chose Herself!!,johannesburg,852,1324,14743,2011-05-01 04:33:28,2021-03-28 17:59:15,69,"ridtweets its sunday heres a weekly update of covid in sa southafrica 

a decent week with no change in test positivity
lets remain focu ","[{'text': 'COVID19', 'indices': [55, 63]}]",3,17,Sunday,28,0
3386,astromonocyte,Principal Investigator 🔬💊💉Monocytes in Rheumatic Diseases @ University of Leipzig. Interested in Astronomy & Space 🔭🚀,germany,1875,4370,26929,2009-05-24 16:34:26,2021-03-28 17:59:15,22,"boghuma pharmacovigilance data on astrazeneca  syringe from french national medicine safety agency 
 pushpin  cases of  atypical venous thromboses ",[],3,17,Sunday,28,1
3387,alexmaxham,Head editor at @Androidheadline. #GoBlue 〽️,ann arbor mi ,520,2139,3442,2020-08-01 00:27:18,2021-03-28 17:59:15,34,anacabrera new michigan is in the middle of its third coronavirus surge the head of the state s department of health tells cnn,[],3,17,Sunday,28,1
3388,TheBingle,"RESPECT is Key! Patient Experience Is Invaluable(c,p) Everything Is IMHO!😀",united states,1166,591,106252,2009-08-21 01:47:03,2021-03-28 17:59:14,0,fauci warns against potential new covid surge as cases remain high  dr anthony fauci mus  ,[],3,17,Sunday,28,0
3389,a_1_0_2__,"Né à kaboul (Afghanistan), je vis en France depuis 1984 / #Ex_TeamMySelf / #SecretOrganizationDominatingTheWorldMember",milkyway,184,109,6034,2021-02-13 20:36:41,2021-03-28 17:59:12,0,coronavirus barcelona holds music concert with  to test hygiene measures  ,[],3,17,Sunday,28,0
3390,altnaharra2,Supports an independent Scotland in the EU,scotland,573,455,19756,2018-01-01 16:44:30,2021-03-28 17:59:12,4,"sunscotnational the move is in response to the coronavirus pandemics stark impact on the job prospects of young people

",[],3,17,Sunday,28,0
3391,pp_prakhar12,"🇮🇳
Senior Analyst @capgemini 
Btech CSE Jaipur engineering college and research centre
Cricket ❤️",india,203,25,343,2016-09-04 06:52:54,2021-03-28 17:59:11,31,httweets critical care doctors in paris say surging coronavirus infections could soon overwhelm their ability to care for the sick in ,[],3,17,Sunday,28,0
3392,CloudPupper,|MINOR|NO NSFW ACCOUNTS|Music Nerd|He/She/They/Pup|White|BLM|Trans Rights are Human Rights|ACAB|Stop Asian Hate|YouTube soon|Pfp by @L0gicFox|Aspiring Musician,banner by mushketeery,484,121,10900,2020-12-01 01:48:33,2021-03-28 17:59:11,107,sailorrooscout vaccines are preventives not cures immunity is not instantaneous it is important to realize that vaccinated people w ,[],3,17,Sunday,28,0
3393,BigJoeBastardi,Lost in the Flood cousin of Jimmy the Saint.Riding headfirst into a hurricane and disappearing into a point. OPINIONS MY OWN Jessie is great: Indisputable,boalsburg pa,817,56453,732,2010-05-29 02:05:48,2021-03-28 17:59:11,6,fauci downplays possibility that covid leaked from chinese lab his agency helped finance  via justthenew,[],3,17,Sunday,28,0
3394,Frankofit1,I’m a fitness Trainer.. I will help you loose body fat and gain pure muscles.,dubai united arab emirates,245,19,254,2021-03-08 11:12:59,2021-03-28 17:59:10,0," nigeria  nigeria  nigeria  nigeria  nigeria  nigeria  nigeria  nigeria  nigeria  nigeria  nigeria  nigeria  nigeria  unitedarabemirates  unitedarabemirates  unitedarabemirates  unitedarabemirates  unitedarabemirates  unitedarabemirates  unitedarabemirates  unitedarabemirates  unitedarabemirates  unitedarabemirates  unitedarabemirates  unitedarabemirates  unitedarabemirates 
tomorrow is the digicommsng hearing on covid we need the  ",[],3,17,Sunday,28,0
3395,PulpNews,The Fastest Crime News Updates on the Planet!,usa,925,4937,3783141,2010-01-01 14:32:20,2021-03-28 17:59:09,0,sunday coronavirus update  new mn deaths  new cases  mar    pm et ,"[{'text': 'Sunday', 'indices': [0, 7]}, {'text': 'MN', 'indices': [34, 37]}, {'text': 'deaths', 'indices': [38, 45]}]",3,17,Sunday,28,1
3396,WinnerTheBest79,"Gaudeamus igitur iuvenes dum sumus. Carpe diem, tempus fugit.
Nune aut nunquam. Res non verba.
Omnia vincit amor, et nos cedamos amori.
Amor est vitae essentia.",oceans of the world,5163,5676,19940,2013-04-17 02:12:00,2021-03-28 17:59:09,1,nasdaq while leading nasdaqs workforce through covid ceo adenatfriedman leveraged technology to better serve investors and clie ,"[{'text': 'COVID19', 'indices': [54, 62]}]",3,17,Sunday,28,0
3397,Imborntobeme,"Retired RN. Egalitarian. Wife, mom, grandma, runner...love my family...love to travel...love the planet...please be kind to one another...we’re all we have.",white rock,557,109,2738,2009-04-11 22:02:30,2021-03-28 17:59:09,16,richardzussman new  starting at noon today those born in  or earlier can book a covid vaccination appointment in coastal and f ,[],3,17,Sunday,28,1
3398,sanjaymishra42,"Lawyer. Secular belief. Constitution, Public Policy, History are my interests. RTs are just RTs.",new delhi india,272,580,4394,2010-05-02 11:29:43,2021-03-28 17:59:09,24,mahapatpravat how desperate the bjp is to win the bengal election that pm modi took his first state visit post covid to bangladesh ,[],3,17,Sunday,28,0
3399,twindad031207,"Married, father of beautiful twin daughters. left below the knee amputee. Retweets do not necessarily mean approval of content.",albrightsville pa,4634,2713,136591,2014-08-18 23:15:58,2021-03-28 17:59:08,6321,drericding breaking mexicos  mexico  government is acknowledging in a quietly released report that the countrys true death toll from the c ,[],3,17,Sunday,28,0
3400,bermudaempress,"Brainwash you into loving/believing in yourself deeply 
♒☀️♐🌚♎↗️
🇧🇲💚💖💚💖👑",realm of royalty,976,425,25306,2009-10-12 10:27:03,2021-03-28 17:59:08,3,bdagovernment  speaker join premier david burt and dr carika weldon at pm as they talk about the current coronavirus outbreak in bermuda un ,[],3,17,Sunday,28,0
3401,Stare_at_Air,"Teach chemistry in HE, PhD student in Atmospheric Chemistry, EU citizen, #scicomm, M0POE, Ⓥ, ..., she/her. (Insert boring rendition of usual disclaimers)",brightoncambridge england,2581,2101,4092,2016-04-22 18:48:51,2021-03-28 17:59:07,0,davebeep drjohncurran niamhpower ipetersen vmedical susanmsmith cdcgov obviously its possible that some  ,[],3,17,Sunday,28,1
3402,XRCamden,Civil disobedience to protest inaction by government on the climate and ecological emergency!,london england,1661,2150,22850,2019-06-16 22:37:11,2021-03-28 17:59:07,49,"ivymiddletonuk they will never be easter lamb meat they are rescued babies

animalrights endspeciesism covid plantbased veg ","[{'text': 'Easter', 'indices': [40, 47]}, {'text': 'animalrights', 'indices': [85, 98]}, {'text': 'endspeciesism', 'indices': [99, 113]}, {'text': 'COVID19', 'indices': [114, 122]}, {'text': 'plantbased', 'indices': [123, 134]}]",3,17,Sunday,28,0
3403,DaniellalLee,Entrepreneur,santa monica ca,403,149,63653,2014-02-22 01:45:39,2021-03-28 17:59:07,3,abcny coronavirus update new york city st us priest to die of covid remembered in brooklyn  ,[],3,17,Sunday,28,1
3404,AShadeOfTeal,"Hello! I'm Katy and I blog about all things creative. #Homedecor, #DIY projects, #homerenovation, #crafts, Lifestyle, #Disney & much more.",california usa,3726,5218,10992,2015-06-25 02:40:39,2021-03-28 17:59:07,11,"mrcjcalvert my dads had his second covid vaccination this week  thumbsup  

which went great just like the first time now hopefully it won  ","[{'text': 'COVID19', 'indices': [40, 48]}]",3,17,Sunday,28,0
3405,CarnellAnita,Fine Artist working in Leather & Gold. Leave means Leave and support Democracy.,king s lynn norfolk,1281,4067,153654,2017-01-05 22:53:49,2021-03-28 17:59:07,108,"newtonclarkeuk if you want our government and parliament to change direction don t vote conservatives or uklabour in may

covid ","[{'text': 'COVID19', 'indices': [131, 139]}]",3,17,Sunday,28,1
3406,adnildyob,Artist. Mom of two talented artists. Provider. Comforter. Better-Half. MSU Alumni #GoGreen. MyPresident! JoeBiden,orange county ca,5352,5355,213096,2010-09-16 17:31:16,2021-03-28 17:59:06,841,"abc pres bidens approval rating on handling of the covid pandemic climbs to  in the latest abc newsipsos poll 

three in four ",[],3,17,Sunday,28,0
3407,CarolineMack18,"MUFC, music lover, hiker, learning guitar. Originally w/c, politically right of centre. RT’s are not always endorsements",england,3920,1378,43280,2011-05-09 11:17:03,2021-03-28 17:59:06,107,sailorrooscout vaccines are preventives not cures immunity is not instantaneous it is important to realize that vaccinated people w ,[],3,17,Sunday,28,0
3408,JorgeTo57592995,"Rock🤘🤟💯👍
Y fútbol ⚽️💯👍

El trayecto de mi identidad supone que he cambiado, pero la regularidad del cambio sugiere que soy el mismo.",guadalajara jalisco,1254,70,9388,2020-12-02 15:54:58,2021-03-28 17:59:06,271,drericding   the new report also confirms just how deadly mexico s second wave in january was as of the end of december excess dea ,[],3,17,Sunday,28,0
3409,IUTruthtellers,Former @ResistMoveTRM | Don't 📞 for Us Unless We 📞 4 U | Truthtellers | Apolitical | Deniers Of Groupthink | Believers Of #InformedChoice #InformedConsent,where we are,2171,5507,367531,2008-07-07 23:15:46,2021-03-28 17:59:04,111,jhaskinscabrera consider one of study s most glaring findings even when covid cases were falling nationally between april  and ,[],3,17,Sunday,28,0
3410,1878Star,Follow your heart and do what you love. Balancing a diamond on a blade of grass. Tom Waits, earthamericas ,852,517,18806,2019-08-26 13:27:23,2021-03-28 17:59:04,153,susanschutte daniel corderolaske  university student medical assistant volunteer beloved son brother friend bronx ny   di ,[],3,17,Sunday,28,1
3411,kaschenke,"Interventional cardiology. #DGKAmbassador, @AGIKInterv Ambassador, @BotPCI, #Radialfirst. ⚽️#werder 🏈#Steelers. Tweets are pers. opinion. RT is no endorsement",hamburg deutschland,1796,2150,11798,2013-10-18 19:34:30,2021-03-28 17:59:04,2,sabouretcardio a graph summarizes better than words covid ,"[{'text': 'CoVid19', 'indices': [57, 65]}]",3,17,Sunday,28,1
3412,AmruthaKuber,wondering where it all went wrong,procrastination,1148,953,15736,2012-06-02 19:54:01,2021-03-28 17:59:04,12,"meghakaveri covid cases in tn on march  sunday  
deaths 

chennai  
chengalpattu 
cbe ",[],3,17,Sunday,28,0
3413,newkarnak,Egyptian American. Retired Registered Nurse (44 yrs).,san diego california usa,174,165,9702,2009-04-17 03:08:20,2021-03-28 17:59:04,62,ctzebra carlos morton jr yo hcw prospect medical  california died of covid  he was proud of his indigenous heritage  an ,"[{'text': 'covid19', 'indices': [81, 89]}]",3,17,Sunday,28,0
